VariabelenaamODiN2023	VariabelelabelODiN2023	Niveau	CodeODiN2023	CodelabelODiN2023	Korteomschrijving	G	H	I	J	K	L
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"1"	"Nieuwe rit"	""						
""	""	""	"3"	"Buitenlandse rit"	"Een rit geheel in het buitenland en onderdeel van een beroepsmatige vrachtwagenverplaatsing krijgt code 3."						
""	""	""	"7"	"Rit van beroepsmatige vrachtwagenverplaatsing"	""						
"RitID"	"Uniek id voor iedere rit"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"id"	""	""						
"RitNr"	"Ritnummer"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"1..15"	""	""						
"AfstR"	"Ritafstand in Nederland (in hectometers)"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"0"	"Geen rit in Nederland"	""						
""	""	""	"1..99979"	""	""						
"AfstRBL"	"Ritafstand in het buitenland (in hectometers)"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"0"	"Geen rit in het buitenland"	""						
""	""	""	"1..999979"	""	""						
"KAfstR"	"Ritafstandsklasse in Nederland"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"0"	"Geen rit in Nederland"	""						
""	""	""	"1"	"0,1 tot 0,5 km"	""						
""	""	""	"2"	"0,5 tot 1,0 km"	""						
""	""	""	"3"	"1,0 tot 2,5 km"	""						
""	""	""	"4"	"2,5 tot 3,7 km"	""						
""	""	""	"5"	"3,7 tot 5,0 km"	""						
""	""	""	"6"	"5,0 tot 7,5 km"	""						
""	""	""	"7"	"7,5 tot 10 km"	""						
""	""	""	"8"	"10 tot 15 km"	""						
""	""	""	"9"	"15 tot 20 km"	""						
""	""	""	"10"	"20 tot 30 km"	""						
""	""	""	"11"	"30 tot 40 km"	""						
""	""	""	"12"	"40 tot 50 km"	""						
""	""	""	"13"	"50 tot 75 km"	""						
""	""	""	"14"	"75 tot 100 km"	""						
""	""	""	"15"	"100 km of meer"	""						
"Rvm"	"Ritvervoermiddel"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"1"	"Personenauto"	""						
""	""	""	"2"	"Trein"	""						
""	""	""	"3"	"Bus"	""						
""	""	""	"4"	"Tram"	""						
""	""	""	"5"	"Metro"	""						
""	""	""	"6"	"Speedpedelec"	""						
""	""	""	"7"	"Elektrische fiets"	""						
""	""	""	"8"	"Niet-elektrische fiets"	""						
""	""	""	"9"	"Te voet"	""						
""	""	""	"10"	"Touringcar"	""						
""	""	""	"11"	"Bestelauto"	""						
""	""	""	"12"	"Vrachtwagen"	""						
""	""	""	"13"	"Camper"	""						
""	""	""	"14"	"Taxi/Taxibusje"	""						
""	""	""	"15"	"Landbouwvoertuig"	""						
""	""	""	"16"	"Motor"	""						
""	""	""	"17"	"Bromfiets"	""						
""	""	""	"18"	"Snorfiets"	""						
""	""	""	"19"	"Gehandicaptenvervoermiddel met motor"	""						
""	""	""	"20"	"Gehandicaptenvervoermiddel zonder motor"	""						
""	""	""	"21"	"Skates/skeelers/step"	""						
""	""	""	"22"	"Boot"	""						
""	""	""	"23"	"Anders met motor"	""						
""	""	""	"24"	"Anders zonder motor"	""						
"RvmRol"	"Rol in het ritvervoermiddel"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"1"	"Bestuurder"	""						
""	""	""	"2"	"Passagier"	""						
""	""	""	"3"	"Onbekend"	""						
""	""	""	"4"	"Niet van toepassing; ritvervoermiddel is geen personen- of bestelauto"	""						
"RAantIn"	"Aantal inzittenden auto"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"1..8"	""	""						
""	""	""	"9"	"9 of meer"	""						
""	""	""	"10"	"Onbekend"	""						
""	""	""	"11"	"Niet van toepassing; OP heeft geen autorit"	""						
"KRvm"	"Ritvervoermiddelklasse"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"1"	"Personenauto - bestuurder"	""						
""	""	""	"2"	"Personenauto - passagier"	""						
""	""	""	"3"	"Trein"	""						
""	""	""	"4"	"Bus/tram/metro"	""						
""	""	""	"5"	"Fiets"	""						
""	""	""	"6"	"Te voet"	""						
""	""	""	"7"	"Overig"	""						
"RVertUur"	"Ritvertrekuur"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"0..47"	""	""						
"RVertMin"	"Ritvertrekminuut"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"0..59"	""	""						
"RAankUur"	"Ritaankomstuur"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"0..47"	""	""						
""	""	""	"99"	"Onbekend"	""						
"RAankMin"	"Ritaankomstminuut"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"0..59"	""	""						
""	""	""	"99"	"Onbekend"	""						
"RReisduur"	"Ritreisduur in Nederland (in minuten)"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"0"	"Geen rit in Nederland"	""						
""	""	""	"1..9999"	""	""						
"RReisduurBL"	"Ritreisduur in het buitenland (in minuten)"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"0"	"Geen rit in het buitenland"	""						
""	""	""	"1..9999"	""	""						
"RVertStat"	"Vertrekstation treinrit"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"000"	"Niet van toepassing; Ritvervoermiddel is geen trein"	""						
""	""	""	"001..997"	"{zie tabblad RVertStat & RAankStat}"	""						
""	""	""	"998"	"Anders"	""						
""	""	""	"999"	"Onbekend"	""						
"RAankStat"	"Aankomststation treinrit"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"000"	"Niet van toepassing; Ritvervoermiddel is geen trein"	""						
""	""	""	"001..997"	"{zie tabblad RVertStat & RAankStat}"	""						
""	""	""	"998"	"Anders"	""						
""	""	""	"999"	"Onbekend"	""						
"RTSamen"	"Groepsgrootte reisgezelschap trein"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"1..8"	""	""						
""	""	""	"9"	"9 tot 12 personen"	""						
""	""	""	"10"	"12 tot 20 personen"	""						
""	""	""	"11"	"20 of meer personen"	""						
""	""	""	"12"	"Onbekend"	""						
""	""	""	"13"	"Niet van toepassing; OP heeft geen treinrit"	""						
"RCorrSnelh"	"Correctie vanwege snelheid"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing of indien een serieverplaatsing"	""						
""	""	""	"0"	"Nee"	""						
""	""	""	"1"	"Ritafstand verkleind"	""						
""	""	""	"2"	"Ritreisduur vergroot"	""						
""	""	""	"3"	"Ritafstand verkleind en ritreisduur vergroot"	""						
""	""	""	"4"	"Ritafstand vergroot"	""						
""	""	""	"5"	"Ritreisduur verkleind"	""						
""	""	""	"6"	"Ritafstand vergroot en ritreisduur verkleind"	""						
"RVliegVer"	"Vliegtuigrit verwijderd"	"R"	""	""	""						
""	""	""	"<missing>"	"missing indien geen verplaatsing"	""						
""	""	""	"0"	"Nee"	""						
""	""	""	"1"	"Ja, hiervoor"	""						
""	""	""	"2"	"Ja, hierna"	""						
""	""	""	"3"	"Ja, hiervoor en hierna"	""						
"FactorH"	"Weegfactor huishouden"	"W"	""	""	""						
""	""	""	"factor"	""	""						
"FactorP"	"Weegfactor persoon"	"W"	""	""	""						
""	""	""	"factor"	""	""						
"FactorV"	"Weegfactor verplaatsing"	"W"	""	""	""						
""	""	""	"factor"	""	""						
